,,HL,IME,JL,LN,hour,date and hour,24h,Heat_time_z1,Heat_time_z2,Heat_time_z3,Heat_time_z4
,,,,,,577,9/2/21,0,0,0,0,0
,,,,,,578,9/2/21,1,0,0,0,0
,,,,,,579,9/2/21,2,0,0,0,0
,,,,,,580,9/2/21,3,0,0,0,0
,,,,,,581,9/2/21,4,0,0,0,0
,,,,,,582,9/2/21,5,0,0,0,0
,,,,,,583,9/2/21,6,0,0,0,0
,,,,,,584,9/2/21,7,0,0,0,0
,,,,,,585,9/2/21,8,0,0,0,0
,,,,,,586,9/2/21,9,0,0,0,0
,,,,,,587,9/2/21,10,0,0,0,0
,,,,,,588,9/2/21,11,0,0,0,0
,,,,,,589,9/2/21,12,0,0,0,0
,,,,,,590,9/2/21,13,0,0,0,0
,,,,,,591,9/2/21,14,0,0,0,0
,,,,,,592,9/2/21,15,0,0,0,0
,,,,,,593,9/2/21,16,0,0,0,0
,,,,,,594,9/2/21,17,0,0,0,0
,,,,,,595,9/2/21,18,0,0,0,0
,,,,,,596,9/2/21,19,0,0,0,0
,,,,,,597,9/2/21,20,0,0,0,0
,,,,,,598,9/2/21,21,0,0,0,0
,,,,,,599,9/2/21,22,0,0,0,0
,,,,,,600,9/2/21,23,0,0,0,0
,,,,,,601,9/3/21,0,0,0,0,0
,,,,,,602,9/3/21,1,0,0,0,0
,,,,,,603,9/3/21,2,0,0,0,0
,,,,,,604,9/3/21,3,0,0,0,0
,,,,,,605,9/3/21,4,0,0,0,0
,,,,,,606,9/3/21,5,0,0,0,0
,,,,,,607,9/3/21,6,0,0,0,0
,,,,,,608,9/3/21,7,0,0,0,0
,,,,,,609,9/3/21,8,0,0,0,0
,,,,,,610,9/3/21,9,0,0,0,0
,,,,,,611,9/3/21,10,0,0,0,0
,,,,,,612,9/3/21,11,0,0,0,0
,,,,,,613,9/3/21,12,0,0,0,0
,,,,,,614,9/3/21,13,0,0,0,0
,,,,,,615,9/3/21,14,0,0,0,0
,,,,,,616,9/3/21,15,0,0,0,0
,,,,,,617,9/3/21,16,0,0,0,0
,,,,,,618,9/3/21,17,0,0,0,0
,,,,,,619,9/3/21,18,0,0,0,0
,,,,,,620,9/3/21,19,0,0,0,0
,,,,,,621,9/3/21,20,0,0,0,0
,,,,,,622,9/3/21,21,0,0,0,0
,,,,,,623,9/3/21,22,0,0,0,0
,,,,,,624,9/3/21,23,0,0,0,0
,,,,,,625,9/4/21,0,0,0,0,0
,,,,,,626,9/4/21,1,0,0,0,0
,,,,,,627,9/4/21,2,0,0,0,0
,,,,,,628,9/4/21,3,0,0,0,0
,,,,,,629,9/4/21,4,0,0,0,0
,,,,,,630,9/4/21,5,0,0,0,0
,,,,,,631,9/4/21,6,0,0,0,0
,,,,,,632,9/4/21,7,0,0,0,0
,,,,,,633,9/4/21,8,0,0,0,0
,,,,,,634,9/4/21,9,0,0,0,0
,,,,,,635,9/4/21,10,0,0,0,0
,,,,,,636,9/4/21,11,0,0,0,0
,,,,,,637,9/4/21,12,0,0,0,0
,,,,,,638,9/4/21,13,0,0,0,0
,,,,,,639,9/4/21,14,0,0,0,0
,,,,,,640,9/4/21,15,0,0,0,0
,,,,,,641,9/4/21,16,0,0,0,0
,,,,,,642,9/4/21,17,0,0,0,0
,,,,,,643,9/4/21,18,0,0,0,0
,,,,,,644,9/4/21,19,0,0,0,0
,,,,,,645,9/4/21,20,0,0,0,0
,,,,,,646,9/4/21,21,0,0,0,0
,,,,,,647,9/4/21,22,0,0,0,0
,,,,,,648,9/4/21,23,0,0,0,0
,,,,,,649,9/5/21,0,0,0,0,0
,,,,,,650,9/5/21,1,0,0,0,0
,,,,,,651,9/5/21,2,0,0,0,0
,,,,,,652,9/5/21,3,0,0,0,0
,,,,,,653,9/5/21,4,0,0,0,0
,,,,,,654,9/5/21,5,0,0,0,0
,,,,,,655,9/5/21,6,0,0,0,0
,,,,,,656,9/5/21,7,0,0,0,0
,,,,,,657,9/5/21,8,0,0,0,0
,,,,,,658,9/5/21,9,0,0,0,0
,,,,,,659,9/5/21,10,0,0,0,0
,,,,,,660,9/5/21,11,0,0,0,0
,,,,,,661,9/5/21,12,0,0,0,0
,,,,,,662,9/5/21,13,0,0,0,0
,,,,,,663,9/5/21,14,0,0,0,0
,,,,,,664,9/5/21,15,0,0,0,0
,,,,,,665,9/5/21,16,0,0,0,0
,,,,,,666,9/5/21,17,0,0,0,0
,,,,,,667,9/5/21,18,0,0,0,0
,,,,,,668,9/5/21,19,0,0,0,0
,,,,,,669,9/5/21,20,0,0,0,0
,,,,,,670,9/5/21,21,0,0,0,0
,,,,,,671,9/5/21,22,0,0,0,0
,,,,,,672,9/5/21,23,0,0,0,0
,,,,,,673,9/6/21,0,0,0,0,0
,,,,,,674,9/6/21,1,0,0,0,0
,,,,,,675,9/6/21,2,0,0,0,0
,,,,,,676,9/6/21,3,0,0,0,0
,,,,,,677,9/6/21,4,0,0,0,0
,,,,,,678,9/6/21,5,0,0,0,0
,,,,,,679,9/6/21,6,0,0,0,0
,,,,,,680,9/6/21,7,0,0,0,0
,,,,,,681,9/6/21,8,0,0,0,0
,,,,,,682,9/6/21,9,0,0,0,0
,,,,,,683,9/6/21,10,0,0,0,0
,,,,,,684,9/6/21,11,0,0,0,0
,,,,,,685,9/6/21,12,0,0,0,0
,,,,,,686,9/6/21,13,0,0,0,0
,,,,,,687,9/6/21,14,0,0,0,0
,,,,,,688,9/6/21,15,0,0,0,0
,,,,,,689,9/6/21,16,0,0,0,0
,,,,,,690,9/6/21,17,0,0,0,0
,,,,,,691,9/6/21,18,0,0,0,0
,,,,,,692,9/6/21,19,0,0,0,0
,,,,,,693,9/6/21,20,0,0,0,0
,,,,,,694,9/6/21,21,0,0,0,0
,,,,,,695,9/6/21,22,0,0,0,0
,,,,,,696,9/6/21,23,0,0,0,0
,,,,,,697,9/7/21,0,0,0,0,0
,,,,,,698,9/7/21,1,0,0,0,0
,,,,,,699,9/7/21,2,0,0,0,0
,,,,,,700,9/7/21,3,0,0,0,0
,,,,,,701,9/7/21,4,0,0,0,0
,,,,,,702,9/7/21,5,0,0,0,0
,,,,,,703,9/7/21,6,0,0,0,0
,,,,,,704,9/7/21,7,0,0,0,0
,,,,,,705,9/7/21,8,0,0,0,0
,,,,,,706,9/7/21,9,0,0,0,0
,,,,,,707,9/7/21,10,0,0,0,0
,,,,,,708,9/7/21,11,0,0,0,0
,,,,,,709,9/7/21,12,0,0,0,0
,,,,,,710,9/7/21,13,0,0,0,0
,,,,,,711,9/7/21,14,0,0,0,0
,,,,,,712,9/7/21,15,0,0,0,0
,,,,,,713,9/7/21,16,0,0,0,0
,,,,,,714,9/7/21,17,0,0,0,0
,,,,,,715,9/7/21,18,0,0,0,0
,,,,,,716,9/7/21,19,0,0,0,0
,,,,,,717,9/7/21,20,0,0,0,0
,,,,,,718,9/7/21,21,0,0,0,0
,,,,,,719,9/7/21,22,0,0,0,0
,,,,,,720,9/7/21,23,0,0,0,0
,,,,,,721,9/8/21,0,0,0,0,0
,,,,,,722,9/8/21,1,0,0,0,0
,,,,,,723,9/8/21,2,0,0,0,0
,,,,,,724,9/8/21,3,0,0,0,0
,,,,,,725,9/8/21,4,0,0,0,0
,,,,,,726,9/8/21,5,0,0,0,0
,,,,,,727,9/8/21,6,0,0,0,0
,,,,,,728,9/8/21,7,0,0,0,0
,,,,,,729,9/8/21,8,0,0,0,0
,,,,,,730,9/8/21,9,0,0,0,0
,,,,,,731,9/8/21,10,0,0,0,0
,,,,,,732,9/8/21,11,0,0,0,0
,,,,,,733,9/8/21,12,0,0,0,0
,,,,,,734,9/8/21,13,0,0,0,0
,,,,,,735,9/8/21,14,0,0,0,0
,,,,,,736,9/8/21,15,0,0,0,0
,,,,,,737,9/8/21,16,0,0,0,0
,,,,,,738,9/8/21,17,0,0,0,0
,,,,,,739,9/8/21,18,0,0,0,0
,,,,,,740,9/8/21,19,0,0,0,0
,,,,,,741,9/8/21,20,0,0,0,0
,,,,,,742,9/8/21,21,0,0,0,0
,,,,,,743,9/8/21,22,0,0,0,0
,,,,,,744,9/8/21,23,0,0,0,0
,,,,,,745,9/9/21,0,0,0,0,0
,,,,,,746,9/9/21,1,0,0,0,0
,,,,,,747,9/9/21,2,0,0,0,0
,,,,,,748,9/9/21,3,0,0,0,0
,,,,,,749,9/9/21,4,0,0,0,0
,,,,,,750,9/9/21,5,0,0,0,0
,,,,,,751,9/9/21,6,0,0,0,0
,,,,,,752,9/9/21,7,0,0,0,0
,,,,,,753,9/9/21,8,0,0,0,0
,,,,,,754,9/9/21,9,0,0,0,0
,,,,,,755,9/9/21,10,0,0,0,0
,,,,,,756,9/9/21,11,0,0,0,0
,,,,,,757,9/9/21,12,0,0,0,0
,,,,,,758,9/9/21,13,0,0,0,0
,,,,,,759,9/9/21,14,0,0,0,0
,,,,,,760,9/9/21,15,0,0,0,0
,,,,,,761,9/9/21,16,0,0,0,0
,,,,,,762,9/9/21,17,0,0,0,0
,,,,,,763,9/9/21,18,0,0,0,0
,,,,,,764,9/9/21,19,0,0,0,0
,,,,,,765,9/9/21,20,0,0,0,0
,,,,,,766,9/9/21,21,0,0,0,0
,,,,,,767,9/9/21,22,0,0,0,0
,,,,,,768,9/9/21,23,0,0,0,0
,,,,,,769,9/10/21,0,0,0,0,0
,,,,,,770,9/10/21,1,0,0,0,0
,,,,,,771,9/10/21,2,0,0,0,0
,,,,,,772,9/10/21,3,0,0,0,0
,,,,,,773,9/10/21,4,0,0,0,0
,,,,,,774,9/10/21,5,0,0,0,0
,,,,,,775,9/10/21,6,0,0,0,0
,,,,,,776,9/10/21,7,0,0,0,0
,,,,,,777,9/10/21,8,0,0,0,0
,,,,,,778,9/10/21,9,0,0,0,0
,,,,,,779,9/10/21,10,0,0,0,0
,,,,,,780,9/10/21,11,0,0,0,0
,,,,,,781,9/10/21,12,0,0,0,0
,,,,,,782,9/10/21,13,0,0,0,0
,,,,,,783,9/10/21,14,0,0,0,0
,,,,,,784,9/10/21,15,0,0,0,0
,,,,,,785,9/10/21,16,0,0,0,0
,,,,,,786,9/10/21,17,0,0,0,0
,,,,,,787,9/10/21,18,0,0,0,0
,,,,,,788,9/10/21,19,0,0,0,0
,,,,,,789,9/10/21,20,0,0,0,0
,,,,,,790,9/10/21,21,0,0,0,0
,,,,,,791,9/10/21,22,0,0,0,0
,,,,,,792,9/10/21,23,0,0,0,0
,,,,,,793,9/11/21,0,0,0,0,0
,,,,,,794,9/11/21,1,0,0,0,0
,,,,,,795,9/11/21,2,0,0,0,0
,,,,,,796,9/11/21,3,0,0,0,0
,,,,,,797,9/11/21,4,0,0,0,0
,,,,,,798,9/11/21,5,0,0,0,0
,,,,,,799,9/11/21,6,0,0,0,0
,,,,,,800,9/11/21,7,0,0,0,0
,,,,,,801,9/11/21,8,0,0,0,0
,,,,,,802,9/11/21,9,0,0,0,0
,,,,,,803,9/11/21,10,0,0,0,0
,,,,,,804,9/11/21,11,0,0,0,0
,,,,,,805,9/11/21,12,0,0,0,0
,,,,,,806,9/11/21,13,0,0,0,0
,,,,,,807,9/11/21,14,0,0,0,0
,,,,,,808,9/11/21,15,0,0,0,0
,,,,,,809,9/11/21,16,0,0,0,0
,,,,,,810,9/11/21,17,0,0,0,0
,,,,,,811,9/11/21,18,0,0,0,0
,,,,,,812,9/11/21,19,0,0,0,0
,,,,,,813,9/11/21,20,0,0,0,0
,,,,,,814,9/11/21,21,0,0,0,0
,,,,,,815,9/11/21,22,0,0,0,0
,,,,,,816,9/11/21,23,0,0,0,0
,,,,,,817,9/12/21,0,0,0,0,0
,,,,,,818,9/12/21,1,0,0,0,0
,,,,,,819,9/12/21,2,0,0,0,0
,,,,,,820,9/12/21,3,0,0,0,0
,,,,,,821,9/12/21,4,0,0,0,0
,,,,,,822,9/12/21,5,0,0,0,0
,,,,,,823,9/12/21,6,0,0,0,0
,,,,,,824,9/12/21,7,0,0,0,0
,,,,,,825,9/12/21,8,0,0,0,0
,,,,,,826,9/12/21,9,0,0,0,0
,,,,,,827,9/12/21,10,0,0,0,0
,,,,,,828,9/12/21,11,0,0,0,0
,,,,,,829,9/12/21,12,0,0,0,0
,,,,,,830,9/12/21,13,0,0,0,0
,,,,,,831,9/12/21,14,0,0,0,0
,,,,,,832,9/12/21,15,0,0,0,0
,,,,,,833,9/12/21,16,0,0,0,0
,,,,,,834,9/12/21,17,0,0,0,0
,,,,,,835,9/12/21,18,0,0,0,0
,,,,,,836,9/12/21,19,0,0,0,0
,,,,,,837,9/12/21,20,0,0,0,0
,,,,,,838,9/12/21,21,0,0,0,0
,,,,,,839,9/12/21,22,0,0,0,0
,,,,,,840,9/12/21,23,0,0,0,0
,,,,,,841,9/13/21,0,0,0,0,0
,,,,,,842,9/13/21,1,0,0,0,0
,,,,,,843,9/13/21,2,0,0,0,0
,,,,,,844,9/13/21,3,0,0,0,0
,,,,,,845,9/13/21,4,0,0,0,0
,,,,,,846,9/13/21,5,0,0,0,0
,,,,,,847,9/13/21,6,0,0,0,0
,,,,,,848,9/13/21,7,0,0,0,0
,,,,,,849,9/13/21,8,0,0,0,0
,,,,,,850,9/13/21,9,0,0,0,0
,,,,,,851,9/13/21,10,0,0,0,0
,,,,,,852,9/13/21,11,0,0,0,0
,,,,,,853,9/13/21,12,0,0,0,0
,,,,,,854,9/13/21,13,0,0,0,0
,,,,,,855,9/13/21,14,0,0,0,0
,,,,,,856,9/13/21,15,0,0,0,0
,,,,,,857,9/13/21,16,0,0,0,0
,,,,,,858,9/13/21,17,0,0,0,0
,,,,,,859,9/13/21,18,0,0,0,0
,,,,,,860,9/13/21,19,0,0,0,0
,,,,,,861,9/13/21,20,0,0,0,0
,,,,,,862,9/13/21,21,0,0,0,0
,,,,,,863,9/13/21,22,0,0,0,0
,,,,,,864,9/13/21,23,0,0,0,0
,,,,,,865,9/14/21,0,0,0,0,0
,,,,,,866,9/14/21,1,0,0,0,0
,,,,,,867,9/14/21,2,0,0,0,0
,,,,,,868,9/14/21,3,0,0,0,0
,,,,,,869,9/14/21,4,0,0,0,0
,,,,,,870,9/14/21,5,0,0,0,0
,,,,,,871,9/14/21,6,0,0,0,0
,,,,,,872,9/14/21,7,0,0,0,0
,,,,,,873,9/14/21,8,0,0,0,0
,,,,,,874,9/14/21,9,0,0,0,0
,,,,,,875,9/14/21,10,0,0,0,0
,,,,,,876,9/14/21,11,0,0,0,0
,,,,,,877,9/14/21,12,0,0,0,0
,,,,,,878,9/14/21,13,0,0,0,0
,,,,,,879,9/14/21,14,0,0,0,0
,,,,,,880,9/14/21,15,0,0,0,0
,,,,,,881,9/14/21,16,0,0,0,0
,,,,,,882,9/14/21,17,0,0,0,0
,,,,,,883,9/14/21,18,0,0,0,0
,,,,,,884,9/14/21,19,0,0,0,0
,,,,,,885,9/14/21,20,0,0,0,0
,,,,,,886,9/14/21,21,0,0,0,0
,,,,,,887,9/14/21,22,0,0,0,0
,,,,,,888,9/14/21,23,0,0,0,0
,,,,,,889,9/15/21,0,0,0,0,0
,,,,,,890,9/15/21,1,0,0,0,0
,,,,,,891,9/15/21,2,0,0,0,0
,,,,,,892,9/15/21,3,0,0,0,0
,,,,,,893,9/15/21,4,0,0,0,0
,,,,,,894,9/15/21,5,0,0,0,0
,,,,,,895,9/15/21,6,0,0,0,0
,,,,,,896,9/15/21,7,0,0,0,0
,,,,,,897,9/15/21,8,0,0,0,0
,,,,,,898,9/15/21,9,0,0,0,0
,,,,,,899,9/15/21,10,0,0,0,0
,,,,,,900,9/15/21,11,0,0,0,0
,,,,,,901,9/15/21,12,0,0,0,0
,,,,,,902,9/15/21,13,0,0,0,0
,,,,,,903,9/15/21,14,0,0,0,0
,,,,,,904,9/15/21,15,0,0,0,0
,,,,,,905,9/15/21,16,0,0,0,0
,,,,,,906,9/15/21,17,0,0,0,0
,,,,,,907,9/15/21,18,0,0,0,0
,,,,,,908,9/15/21,19,0,0,0,0
,,,,,,909,9/15/21,20,0,0,0,0
,,,,,,910,9/15/21,21,0,0,0,0
,,,,,,911,9/15/21,22,0,0,0,0
,,,,,,912,9/15/21,23,0,0,0,0
,,,,,,913,9/16/21,0,0,0,0,0
,,,,,,914,9/16/21,1,0,0,0,0
,,,,,,915,9/16/21,2,0,0,0,0
,,,,,,916,9/16/21,3,0,0,0,0
,,,,,,917,9/16/21,4,0,0,0,0
,,,,,,918,9/16/21,5,0,0,0,0
,,,,,,919,9/16/21,6,0,0,0,0
,,,,,,920,9/16/21,7,0,0,0,0
,,,,,,921,9/16/21,8,0,0,0,0
,,,,,,922,9/16/21,9,0,0,0,0
,,,,,,923,9/16/21,10,0,0,0,0
,,,,,,924,9/16/21,11,0,0,0,0
,,,,,,925,9/16/21,12,0,0,0,0
,,,,,,926,9/16/21,13,0,0,0,0
,,,,,,927,9/16/21,14,0,0,0,0
,,,,,,928,9/16/21,15,0,0,0,0
,,,,,,929,9/16/21,16,0,0,0,0
,,,,,,930,9/16/21,17,0,0,0,0
,,,,,,931,9/16/21,18,0,0,0,0
,,,,,,932,9/16/21,19,0,0,0,0
,,,,,,933,9/16/21,20,0,0,0,0
,,,,,,934,9/16/21,21,0,0,0,0
,,,,,,935,9/16/21,22,0,0,0,0
,,,,,,936,9/16/21,23,0,0,0,0
,,,,,,937,9/17/21,0,0,0,0,0
,,,,,,938,9/17/21,1,0,0,0,0
,,,,,,939,9/17/21,2,0,0,0,0
,,,,,,940,9/17/21,3,0,0,0,0
,,,,,,941,9/17/21,4,0,0,0,0
,,,,,,942,9/17/21,5,0,0,0,0
,,,,,,943,9/17/21,6,0,0,0,0
,,,,,,944,9/17/21,7,0,0,0,0
,,,,,,945,9/17/21,8,0,0,0,0
,,,,,,946,9/17/21,9,0,0,0,0
,,,,,,947,9/17/21,10,0,0,0,0
,,,,,,948,9/17/21,11,0,0,0,0
,,,,,,949,9/17/21,12,0,0,0,0
,,,,,,950,9/17/21,13,0,0,0,0
,,,,,,951,9/17/21,14,0,0,0,0
,,,,,,952,9/17/21,15,0,0,0,0
,,,,,,953,9/17/21,16,0,0,0,0
,,,,,,954,9/17/21,17,0,0,0,0
,,,,,,955,9/17/21,18,0,0,0,0
,,,,,,956,9/17/21,19,0,0,0,0
,,,,,,957,9/17/21,20,0,0,0,0
,,,,,,958,9/17/21,21,0,0,0,0
,,,,,,959,9/17/21,22,0,0,0,0
,,,,,,960,9/17/21,23,0,0,0,0
,,,,,,961,9/18/21,0,0,0,0,0
,,,,,,962,9/18/21,1,0,0,0,0
,,,,,,963,9/18/21,2,0,0,0,0
,,,,,,964,9/18/21,3,0,0,0,0
,,,,,,965,9/18/21,4,0,0,0,0
,,,,,,966,9/18/21,5,0,0,0,0
,,,,,,967,9/18/21,6,0,0,0,0
,,,,,,968,9/18/21,7,0,0,0,0
,,,,,,969,9/18/21,8,0,0,0,0
,,,,,,970,9/18/21,9,0,0,0,0
,,,,,,971,9/18/21,10,0,0,0,0
,,,,,,972,9/18/21,11,0,0,0,0
,,,,,,973,9/18/21,12,0,0,0,0
,,,,,,974,9/18/21,13,0,0,0,0
,,,,,,975,9/18/21,14,0,0,0,0
,,,,,,976,9/18/21,15,0,0,0,0
,,,,,,977,9/18/21,16,0,0,0,0
,,,,,,978,9/18/21,17,0,0,0,0
,,,,,,979,9/18/21,18,0,0,0,0
,,,,,,980,9/18/21,19,0,0,0,0
,,,,,,981,9/18/21,20,0,0,0,0
,,,,,,982,9/18/21,21,0,0,0,0
,,,,,,983,9/18/21,22,0,0,0,0
,,,,,,984,9/18/21,23,0,0,0,0
,,,,,,985,9/19/21,0,0,0,0,0
,,,,,,986,9/19/21,1,0,0,0,0
,,,,,,987,9/19/21,2,0,0,0,0
,,,,,,988,9/19/21,3,0,0,0,0
,,,,,,989,9/19/21,4,0,0,0,0
,,,,,,990,9/19/21,5,0,0,0,0
,,,,,,991,9/19/21,6,0,0,0,0
,,,,,,992,9/19/21,7,0,0,0,0
,,,,,,993,9/19/21,8,0,0,0,0
,,,,,,994,9/19/21,9,0,0,0,0
,,,,,,995,9/19/21,10,0,0,0,0
,,,,,,996,9/19/21,11,0,0,0,0
,,,,,,997,9/19/21,12,0,0,0,0
,,,,,,998,9/19/21,13,0,0,0,0
,,,,,,999,9/19/21,14,0,0,0,0
,,,,,,1000,9/19/21,15,0,0,0,0
,,,,,,1001,9/19/21,16,0,0,0,0
,,,,,,1002,9/19/21,17,0,0,0,0
,,,,,,1003,9/19/21,18,0,0,0,0
,,,,,,1004,9/19/21,19,0,0,0,0
,,,,,,1005,9/19/21,20,0,0,0,0
,,,,,,1006,9/19/21,21,0,0,0,0
,,,,,,1007,9/19/21,22,0,0,0,0
,,,,,,1008,9/19/21,23,0,0,0,0
,,,,,,1009,9/20/21,0,0,0,0,0
,,,,,,1010,9/20/21,1,0,0,0,0
,,,,,,1011,9/20/21,2,0,0,0,0
,,,,,,1012,9/20/21,3,0,0,0,0
,,,,,,1013,9/20/21,4,0,0,0,0
,,,,,,1014,9/20/21,5,0,0,0,0
,,,,,,1015,9/20/21,6,0,0,0,0
,,,,,,1016,9/20/21,7,0,0,0,0
,,,,,,1017,9/20/21,8,0,0,0,0
,,,,,,1018,9/20/21,9,0,0,0,0
,,,,,,1019,9/20/21,10,0,0,0,0
,,,,,,1020,9/20/21,11,0,0,0,0
,,,,,,1021,9/20/21,12,0,0,0,0
,,,,,,1022,9/20/21,13,0,0,0,0
,,,,,,1023,9/20/21,14,0,0,0,0
,,,,,,1024,9/20/21,15,0,0,0,0
,,,,,,1025,9/20/21,16,0,0,0,0
,,,,,,1026,9/20/21,17,0,0,0,0
,,,,,,1027,9/20/21,18,0,0,0,0
,,,,,,1028,9/20/21,19,0,0,0,0
,,,,,,1029,9/20/21,20,0,0,0,0
,,,,,,1030,9/20/21,21,0,0,0,0
,,,,,,1031,9/20/21,22,0,0,0,0
,,,,,,1032,9/20/21,23,0,0,0,0
,,,,,,1033,9/21/21,0,0,0,0,0
,,,,,,1034,9/21/21,1,0,0,0,0
,,,,,,1035,9/21/21,2,0,0,0,0
,,,,,,1036,9/21/21,3,0,0,0,0
,,,,,,1037,9/21/21,4,0,0,0,0
,,,,,,1038,9/21/21,5,0,0,0,0
,,,,,,1039,9/21/21,6,0,0,0,0
,,,,,,1040,9/21/21,7,0,0,0,0
,,,,,,1041,9/21/21,8,0,0,0,0
,,,,,,1042,9/21/21,9,0,0,0,0
,,,,,,1043,9/21/21,10,0,0,0,0
,,,,,,1044,9/21/21,11,0,0,0,0
,,,,,,1045,9/21/21,12,0,0,0,0
,,,,,,1046,9/21/21,13,0,0,0,0
,,,,,,1047,9/21/21,14,0,0,0,0
,,,,,,1048,9/21/21,15,0,0,0,0
,,,,,,1049,9/21/21,16,0,0,0,0
,,,,,,1050,9/21/21,17,0,0,0,0
,,,,,,1051,9/21/21,18,0,0,0,0
,,,,,,1052,9/21/21,19,0,0,0,0
,,,,,,1053,9/21/21,20,0,0,0,0
,,,,,,1054,9/21/21,21,0,0,0,0
,,,,,,1055,9/21/21,22,0,0,0,0
,,,,,,1056,9/21/21,23,0,0,0,0
,,,,,,1057,9/22/21,0,0,0,0,0
,,,,,,1058,9/22/21,1,0,0,0,0
,,,,,,1059,9/22/21,2,0,0,0,0
,,,,,,1060,9/22/21,3,0,0,0,0
,,,,,,1061,9/22/21,4,0,0,0,0
,,,,,,1062,9/22/21,5,0,0,0,0
,,,,,,1063,9/22/21,6,0,0,0,0
,,,,,,1064,9/22/21,7,0,0,0,0
,,,,,,1065,9/22/21,8,0,0,0,0
,,,,,,1066,9/22/21,9,0,0,0,0
,,,,,,1067,9/22/21,10,0,0,0,0
,,,,,,1068,9/22/21,11,0,0,0,0
,,,,,,1069,9/22/21,12,0,0,0,0
,,,,,,1070,9/22/21,13,0,0,0,0
,,,,,,1071,9/22/21,14,0,0,0,0
,,,,,,1072,9/22/21,15,0,0,0,0
,,,,,,1073,9/22/21,16,0,0,0,0
,,,,,,1074,9/22/21,17,0,0,0,0
,,,,,,1075,9/22/21,18,0,0,0,0
,,,,,,1076,9/22/21,19,0,0,0,0
,,,,,,1077,9/22/21,20,0,0,0,0
,,,,,,1078,9/22/21,21,0,0,0,0
,,,,,,1079,9/22/21,22,0,0,0,0
,,,,,,1080,9/22/21,23,0,0,0,0
,,,,,,1081,9/23/21,0,0,0,0,0
,,,,,,1082,9/23/21,1,0,0,0,0
,,,,,,1083,9/23/21,2,0,0,0,0
,,,,,,1084,9/23/21,3,0,0,0,0
,,,,,,1085,9/23/21,4,0,0,0,0
,,,,,,1086,9/23/21,5,0,0,0,0
,,,,,,1087,9/23/21,6,0,0,0,0
,,,,,,1088,9/23/21,7,0,0,0,0
,,,,,,1089,9/23/21,8,0,0,0,0
,,,,,,1090,9/23/21,9,0,0,0,0
,,,,,,1091,9/23/21,10,0,0,0,0
,,,,,,1092,9/23/21,11,0,0,0,0
,,,,,,1093,9/23/21,12,0,0,0,0
,,,,,,1094,9/23/21,13,0,0,0,0
,,,,,,1095,9/23/21,14,0,0,0,0
,,,,,,1096,9/23/21,15,0,0,0,0
,,,,,,1097,9/23/21,16,0,0,0,0
,,,,,,1098,9/23/21,17,0,0,0,0
,,,,,,1099,9/23/21,18,0,0,0,0
,,,,,,1100,9/23/21,19,0,0,0,0
,,,,,,1101,9/23/21,20,0,0,0,0
,,,,,,1102,9/23/21,21,0,0,0,0
,,,,,,1103,9/23/21,22,0,0,0,0
,,,,,,1104,9/23/21,23,0,0,0,0
,,,,,,1105,9/24/21,0,0,0,0,0
,,,,,,1106,9/24/21,1,0,0,0,0
,,,,,,1107,9/24/21,2,0,0,0,0
,,,,,,1108,9/24/21,3,0,0,0,0
,,,,,,1109,9/24/21,4,0,0,0,0
,,,,,,1110,9/24/21,5,0,0,0,0
,,,,,,1111,9/24/21,6,0,0,0,0
,,,,,,1112,9/24/21,7,0,0,0,0
,,,,,,1113,9/24/21,8,0,0,0,0
,,,,,,1114,9/24/21,9,0,0,0,0
,,,,,,1115,9/24/21,10,0,0,0,0
,,,,,,1116,9/24/21,11,0,0,0,0
,,,,,,1117,9/24/21,12,0,0,0,0
,,,,,,1118,9/24/21,13,0,0,0,0
,,,,,,1119,9/24/21,14,0,0,0,0
,,,,,,1120,9/24/21,15,0,0,0,0
,,,,,,1121,9/24/21,16,0,0,0,0
,,,,,,1122,9/24/21,17,0,0,0,0
,,,,,,1123,9/24/21,18,0,0,0,0
,,,,,,1124,9/24/21,19,0,0,0,0
,,,,,,1125,9/24/21,20,0,0,0,0
,,,,,,1126,9/24/21,21,0,0,0,0
,,,,,,1127,9/24/21,22,0,0,0,0
,,,,,,1128,9/24/21,23,0,0,0,0
,,,,,,1129,9/25/21,0,0,0,0,0
,,,,,,1130,9/25/21,1,0,0,0,0
,,,,,,1131,9/25/21,2,0,0,0,0
,,,,,,1132,9/25/21,3,0,0,0,0
,,,,,,1133,9/25/21,4,0,0,0,0
,,,,,,1134,9/25/21,5,0,0,0,0
,,,,,,1135,9/25/21,6,0,0,0,0
,,,,,,1136,9/25/21,7,0,0,0,0
,,,,,,1137,9/25/21,8,0,0,0,0
,,,,,,1138,9/25/21,9,0,0,0,0
,,,,,,1139,9/25/21,10,0,0,0,0
,,,,,,1140,9/25/21,11,0,0,0,0
,,,,,,1141,9/25/21,12,0,0,0,0
,,,,,,1142,9/25/21,13,0,0,0,0
,,,,,,1143,9/25/21,14,0,0,0,0
,,,,,,1144,9/25/21,15,0,0,0,0
,,,,,,1145,9/25/21,16,0,0,0,0
,,,,,,1146,9/25/21,17,0,0,0,0
,,,,,,1147,9/25/21,18,0,0,0,0
,,,,,,1148,9/25/21,19,0,0,0,0
,,,,,,1149,9/25/21,20,0,0,0,0
,,,,,,1150,9/25/21,21,0,0,0,0
